Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A],IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A],delIDS [A],delIDS [A],RatioIDS,RatioIDS
Standard,KCl,0.7,0.01,0.1,4.58698256941308e-06,9.77010290295339e-07,4.58804423217982e-06,9.895655229875791e-07,1.0616627667400772e-09,1.6160540539619456e-08,0.9998737798023735,0.0036291289932770315
Standard,KCl,0.7,0.01,0.2,1.0147390726376117e-05,3.393995861669209e-06,1.0270550354524855e-05,3.4360379097667956e-06,1.2315962814873973e-07,4.5426153668404834e-08,1.0120574273898397,0.0020411986283536366
Standard,KCl,0.7,0.1,0.05,2.6217081902860944e-06,7.746993529201218e-07,2.6430910844976712e-06,7.710094419811592e-07,2.1382894211576736e-08,1.62919704906227e-08,1.00886183611106,0.008163877358284246
Standard,KCl,0.7,0.1,0.1,4.669149800399202e-06,1.4762983969607588e-06,4.703468829008649e-06,1.4705776511417851e-06,3.4319028609447644e-08,6.473409962439792e-09,1.0080222474936547,0.0032938968034416983
Standard,KCl,0.7,0.1,0.2,1.0456543300066534e-05,3.190439851027453e-06,1.0701060399201597e-05,3.2302377007723784e-06,2.445170991350636e-07,4.45149073967707e-08,1.0239915424990493,0.0034089072206799575
Standard,KCl,0.7,1.0,0.05,2.647241333333334e-06,8.22158753722378e-07,2.7186883999999998e-06,8.43485425548729e-07,7.144706666666645e-08,2.1823222141868388e-08,1.0270357050208025,0.002148623050946079
Standard,KCl,0.7,1.0,0.1,4.751999733333334e-06,1.5742330990687026e-06,4.865806000000001e-06,1.573418896533622e-06,1.1380626666666733e-07,2.0275988613463998e-08,1.0255633600292118,0.009048950205959127
Standard,KCl,0.7,1.0,0.2,1.0152339133333333e-05,3.174111447788185e-06,1.0421990866666667e-05,3.210957070372659e-06,2.696517333333346e-07,3.687346661779213e-08,1.027526013442373,0.004674421846825153
Standard,KCl,0.7,10.0,0.05,2.5735959680638722e-06,7.19565172083844e-07,2.776212215568862e-06,7.860503513698797e-07,2.0261624750499005e-07,6.774094000233357e-08,1.0780612674983698,0.007327071457567747
Standard,KCl,0.7,10.0,0.1,4.765667178975382e-06,1.5350530559639345e-06,5.169344836992681e-06,1.6612553288873706e-06,4.036776580172985e-07,1.2691410678710355e-07,1.0848863694994886,0.0037175539850904087
Standard,KCl,0.7,10.0,0.2,9.847146373918829e-06,3.0011122369209923e-06,1.068745619427811e-05,3.3320034211598043e-06,8.403098203592811e-07,3.4285974710153693e-07,1.08415014633844,0.011712503295132308
Standard,KCl,0.7,40.0,0.05,2.6907883862433866e-06,7.555975328716283e-07,3.09909544973545e-06,8.685812945487382e-07,4.0830706349206375e-07,1.3360526262842127e-07,1.1525673798920522,0.03361595281514729
Standard,KCl,0.7,40.0,0.1,5.141138121693122e-06,1.7259712011627808e-06,5.85286126984127e-06,1.8685369446628206e-06,7.117231481481481e-07,1.4369789281651914e-07,1.142212446327429,0.017568841562709887
Standard,KCl,0.7,40.0,0.2,9.998221587301588e-06,3.1464754339507886e-06,1.1671062777777779e-05,3.5655151066120215e-06,1.6728411904761916e-06,4.379547989272641e-07,1.1699651073535626,0.02148298406846928
Standard,KCl,0.8,0.01,0.05,1.7842924278288683e-06,9.944380100454677e-07,1.811335862721578e-06,9.922197056009366e-07,2.7043434892709754e-08,5.82225773016043e-09,1.018341634032333,0.00941076414172409
Standard,KCl,0.8,0.01,0.1,4.596446265385067e-06,9.760919802612677e-07,4.632955852708174e-06,9.910344814540907e-07,3.650958732310608e-08,1.651054369404273e-08,1.0077319473980044,0.002339773244786513
Standard,KCl,0.8,0.1,0.05,2.6481831603459746e-06,7.575922514588445e-07,2.6769584431137723e-06,7.391883843065223e-07,2.877528276779791e-08,3.2337567557552727e-08,1.0125971171159398,0.014826133045026894
Standard,KCl,0.8,0.1,0.1,4.670791477045909e-06,1.4830055252667972e-06,4.71424750499002e-06,1.476923583484391e-06,4.3456027944111745e-08,1.4301081710927443e-08,1.0100980395559767,0.004966970675028672
Standard,KCl,0.8,1.0,0.05,2.675214466666667e-06,8.317670999817279e-07,2.7485682e-06,8.540901573742903e-07,7.335373333333323e-08,2.838219535013655e-08,1.0275683830554876,0.00805408344926804
Standard,KCl,0.8,1.0,0.1,4.763205266666666e-06,1.564737018265565e-06,4.8696980000000005e-06,1.5882887153065215e-06,1.0649273333333326e-07,9.10340302810629e-08,1.0229968729573296,0.02316595110320313
Standard,KCl,0.8,10.0,0.05,2.612245741849634e-06,7.667865873019531e-07,3.091922860944777e-06,8.867154130857901e-07,4.796771190951429e-07,1.1992965866931293e-07,1.185042340118897,0.007238262249476604
Standard,KCl,0.8,10.0,0.1,4.935724677312043e-06,1.5810964641455657e-06,5.7079356952761145e-06,1.808392887503708e-06,7.722110179640719e-07,2.2831833509271069e-07,1.1572093145001752,0.006629263479700739
Standard,KCl,0.8,40.0,0.05,2.8150745767195766e-06,7.656830269106015e-07,3.5057307671957667e-06,9.447024582578685e-07,6.906561904761903e-07,1.9600282131456972e-07,1.2466439728906682,0.037626704129283525
Standard,KCl,0.8,40.0,0.1,5.389710634920635e-06,1.806174825603179e-06,6.563922275132273e-06,2.0875464530362634e-06,1.1742116402116384e-06,2.8274491433392134e-07,1.2220970563679359,0.020475317655847803
Standard,MgCl2,-0.8,0.01,0.05,2.3718283974410237e-06,8.615320695166906e-07,2.3604984046381447e-06,8.70040074954426e-07,-1.1329992802878839e-08,3.2627920335451114e-08,0.9945655705264609,0.01289767437221339
Standard,MgCl2,-0.8,0.01,0.1,4.757584430227909e-06,1.8779439316888274e-06,4.772482836198854e-06,1.8600861176789525e-06,1.4898405970945495e-08,3.752065358403e-08,1.004494559654927,0.007388765816874279
Standard,MgCl2,-0.8,0.1,0.05,3.02095996007984e-06,8.587816836695718e-07,3.019294544244844e-06,8.589513280254486e-07,-1.665415834996248e-09,3.200730520403236e-08,0.9990890151181335,0.011237496479109061
Standard,MgCl2,-0.8,0.1,0.1,5.294645508982035e-06,1.7350793240374519e-06,5.25722500998004e-06,1.780955202011382e-06,-3.742049900199596e-08,4.592123667730018e-08,0.9901614695991957,0.012970036807391885
Standard,MgCl2,-0.8,1.0,0.05,3.2296177999999997e-06,9.132811361058104e-07,3.1967150000000004e-06,8.904636200748693e-07,-3.290279999999971e-08,3.918413072711923e-08,0.9904694187427977,0.009319034547927969
Standard,MgCl2,-0.8,1.0,0.1,5.657433866666667e-06,1.9019486372891384e-06,5.595049e-06,1.8881288130839685e-06,-6.238486666666672e-08,1.1142484294632534e-07,0.9878600547972485,0.021586727271446095
Standard,MgCl2,-0.8,10.0,0.05,3.771708948769128e-06,1.0523080052954576e-06,3.464421942781104e-06,9.817664269263943e-07,-3.0728700598802395e-07,7.278350204719398e-08,0.9175265049850606,0.0069963106183304705
Standard,MgCl2,-0.8,10.0,0.1,7.150447964071857e-06,2.3638436912035724e-06,6.528306839654025e-06,2.1944542316821135e-06,-6.221411244178315e-07,2.209863437439534e-07,0.9110354994164411,0.023238494779561795
Standard,MgCl2,-0.8,40.0,0.05,4.066929497354497e-06,1.2436559289247625e-06,3.4277401322751325e-06,1.0718491933971378e-06,-6.391893650793652e-07,1.7234335969740858e-07,0.8412613000775888,0.008215987845662234
Standard,MgCl2,-0.8,40.0,0.1,7.903290423280423e-06,2.620362722778716e-06,6.653139523809525e-06,2.2676260740388107e-06,-1.2501508994708988e-06,3.677985093356807e-07,0.8394163858248506,0.01826815140804729
Standard,MgCl2,-0.7,0.01,0.05,2.3677594137011862e-06,8.499507065375486e-07,2.3874035966946557e-06,8.424772592516087e-07,1.9644182993469302e-08,7.770139314652256e-09,1.0099836388612229,0.007449398496639607
Standard,MgCl2,-0.7,0.01,0.1,4.7661545355191255e-06,1.8552761711892419e-06,4.753497991470078e-06,1.8658580517309903e-06,-1.265654404904725e-08,2.3501447761936987e-08,0.9959620546733432,0.007201851319334428
Standard,MgCl2,-0.7,0.01,0.2,1.130423593895775e-05,4.024549902446237e-06,1.1250781880581102e-05,4.0277049391099735e-06,-5.345405837665e-08,1.5765056714069994e-08,0.9946286371457465,0.002911193675177371
Standard,MgCl2,-0.7,0.1,0.05,2.988837950765137e-06,8.466066722622285e-07,3.0239424351297407e-06,8.313197950044399e-07,3.510448436460412e-08,1.674607923589115e-08,1.0134006145319796,0.008806029381248864
Standard,MgCl2,-0.7,0.1,0.1,5.249253845642049e-06,1.7256148859064906e-06,5.258732022621424e-06,1.7404105501817775e-06,9.478176979374045e-09,4.764761799514493e-08,1.0016594587809031,0.008231290684659207
Standard,MgCl2,-0.7,0.1,0.2,1.1443639654025282e-05,3.83420511878062e-06,1.1387325608782436e-05,3.79072560949391e-06,-5.63140452428481e-08,4.349808066082255e-08,0.9957352734754726,0.0029420557223276294
Standard,MgCl2,-0.7,1.0,0.05,3.1022224666666667e-06,8.532465377674926e-07,3.0894275333333336e-06,8.580897535000483e-07,-1.2794933333333139e-08,1.554666390751832e-08,0.9951788474230795,0.006370032569763832
Standard,MgCl2,-0.7,1.0,0.1,5.4116236e-06,1.7873072152619763e-06,5.4331614e-06,1.786544544151452e-06,2.153779999999919e-08,1.3585014795722558e-08,1.004224189655785,0.0025466693442036856
Standard,MgCl2,-0.7,1.0,0.2,1.1521021466666666e-05,3.883678555032285e-06,1.1358101133333333e-05,3.833649037163817e-06,-1.6292033333333314e-07,5.0188648680087975e-08,0.9857250568818919,0.0006712715886211176
Standard,MgCl2,-0.7,10.0,0.05,3.3481631071190955e-06,9.498861012969734e-07,3.3038899667332007e-06,8.946195118323583e-07,-4.4273140385894784e-08,5.9426347152172977e-08,0.9895129899304475,0.015016200765219187
Standard,MgCl2,-0.7,10.0,0.1,6.177000139720559e-06,2.0755340036143742e-06,6.07553373918829e-06,2.033369629673911e-06,-1.0146640053226918e-07,9.019774873063361e-08,0.9833370510983933,0.013175508281924264
Standard,MgCl2,-0.7,10.0,0.2,1.2378113339986692e-05,4.2198066460800925e-06,1.1773779214903524e-05,4.038951861618187e-06,-6.043341250831676e-07,1.846377853347139e-07,0.9504949191038671,0.004025455589176129
Standard,MgCl2,-0.7,40.0,0.05,3.7319459788359782e-06,1.064507381209465e-06,3.397874708994709e-06,1.038110763159133e-06,-3.3407126984126865e-07,8.683725135945251e-08,0.9059756296507767,0.031104502640858917
Standard,MgCl2,-0.7,40.0,0.1,7.067375899470899e-06,2.34924057550218e-06,6.49668558201058e-06,2.211477538947922e-06,-5.706903174603185e-07,1.380545294210561e-07,0.9174542329902892,0.008109875034812017
Standard,MgCl2,-0.7,40.0,0.2,1.3514610820105824e-05,4.6127928010836925e-06,1.1987126587301589e-05,4.122255125284479e-06,-1.527484232804234e-06,4.908261955455518e-07,0.8862497490197919,0.003378073669073927
Standard,MgCl2,-0.6,0.01,0.05,2.386796682526989e-06,8.501600145930901e-07,2.3914661604691457e-06,8.591218321998178e-07,4.669477942156716e-09,9.941750839988294e-09,1.001260490494736,0.0031940613050547447
Standard,MgCl2,-0.6,0.01,0.1,4.7463879781420764e-06,1.872161201772719e-06,4.765279095028656e-06,1.8914956351882488e-06,1.8891116886579547e-08,2.1715900652273942e-08,1.0032069077101753,0.0032430930735105465
Standard,MgCl2,-0.6,0.01,0.2,1.1347796449420233e-05,4.0520867299808965e-06,1.134160637744902e-05,4.074473106867483e-06,-6.190071971211498e-09,2.6687474864513634e-08,0.9987175225411509,0.0033024601568541214
Standard,MgCl2,-0.6,0.1,0.05,2.987854431137725e-06,8.203863940909247e-07,2.9932319560878245e-06,8.123890804011043e-07,5.377524950099824e-09,1.0549502907868753e-08,1.0023529329995058,0.003530534922501057
Standard,MgCl2,-0.6,0.1,0.1,5.236063998669328e-06,1.6942827442859864e-06,5.240759394544245e-06,1.724263075718696e-06,4.695395874916906e-09,3.004049716841151e-08,0.9995542261454807,0.006268488320427496
Standard,MgCl2,-0.6,0.1,0.2,1.1427047824351297e-05,3.80273740677309e-06,1.1434748043912174e-05,3.819783321409239e-06,7.700219560878956e-09,2.251221334581102e-08,1.0002992446330525,0.0019892137418683706
Standard,MgCl2,-0.6,1.0,0.05,3.0249752000000005e-06,7.979572557714107e-07,3.0436513333333334e-06,8.008549009336794e-07,1.8676133333333363e-08,3.1317407122132234e-08,1.006051126610801,0.010169451237066003
Standard,MgCl2,-0.6,1.0,0.1,5.300601533333333e-06,1.7293415194510576e-06,5.335092933333333e-06,1.7492390657991759e-06,3.449140000000012e-08,2.004003858179953e-08,1.006080200921233,0.0021203040077970936
Standard,MgCl2,-0.6,1.0,0.2,1.1289918200000001e-05,3.8106594774940096e-06,1.1277597e-05,3.836209986569166e-06,-1.2321199999999971e-08,2.5926077657834058e-08,0.9981020636891249,0.0035918734409052244
Standard,MgCl2,-0.6,10.0,0.05,3.1030503127079177e-06,8.558612202147833e-07,3.1336259547571525e-06,8.785679088118856e-07,3.057564204923448e-08,6.679598300437452e-08,1.0084332641969003,0.021827392400017936
Standard,MgCl2,-0.6,10.0,0.1,5.606564544244844e-06,1.8429534683826801e-06,5.745118702594811e-06,1.8752361428990906e-06,1.3855415834996712e-07,4.306568213308911e-08,1.0250638138243844,0.005088665248187823
Standard,MgCl2,-0.6,10.0,0.2,1.1489793120425814e-05,3.901178888222036e-06,1.1405117511643379e-05,3.887385077003938e-06,-8.467560878243466e-08,1.502254198022006e-08,0.9922206668287016,0.0018892269467599948
Standard,MgCl2,-0.6,40.0,0.05,3.3749482539682536e-06,9.825496531087945e-07,3.2952849470899474e-06,9.61846856822117e-07,-7.966330687830633e-08,5.921252060831036e-08,0.9760745867660119,0.014319005659836945
Standard,MgCl2,-0.6,40.0,0.1,6.256248201058199e-06,2.0698340632212993e-06,6.218846031746031e-06,2.079617272046573e-06,-3.740216931216763e-08,9.932864820487406e-09,0.9931377257834431,0.004035664146870484
Standard,MgCl2,-0.6,40.0,0.2,1.2369349973544974e-05,4.280563939605309e-06,1.1713447645502644e-05,4.075582267192298e-06,-6.559023280423287e-07,2.2966738070884285e-07,0.9463085047175891,0.007581137491037957
Standard,MgCl2,-0.5,0.01,0.05,2.4130869181660667e-06,8.906877994138431e-07,2.4332966969212317e-06,8.834694121035664e-07,2.0209778755164884e-08,1.3169267717230436e-08,1.0103482643276462,0.010249926737441404
Standard,MgCl2,-0.5,0.01,0.1,4.745796959882713e-06,1.8581147098757325e-06,4.7654427548980404e-06,1.8625129419895647e-06,1.9645795015327045e-08,3.2322025287987464e-08,1.0047626452998728,0.006636709718231115
Standard,MgCl2,-0.5,0.01,0.2,1.147438057576969e-05,4.081413911276744e-06,1.148466768092763e-05,4.110152653865905e-06,1.0287105157937042e-08,2.9603360110430378e-08,1.0001728414844255,0.0030845032501321742
Standard,MgCl2,-0.5,0.01,0.4,2.105116506730641e-05,7.300215176465936e-06,2.11053450219912e-05,7.316334839907689e-06,5.4179954684790455e-08,2.012542492962471e-08,1.00261018178782,0.0005000143850556434
Standard,MgCl2,-0.5,0.1,0.05,2.995357651363939e-06,8.170398724875594e-07,2.9913840385894877e-06,8.191763675823325e-07,-3.973612774451128e-09,2.5381742803227658e-08,0.9982286077388723,0.009247431878846427
Standard,MgCl2,-0.5,0.1,0.1,5.193202328675982e-06,1.684030793684253e-06,5.232272787757819e-06,1.7346341563418465e-06,3.9070459081836236e-08,5.4091407607329524e-08,1.0058480960132286,0.008063012743742737
Standard,MgCl2,-0.5,0.1,0.2,1.1464651636726545e-05,3.8384861768161785e-06,1.1481973020625417e-05,3.839086859932132e-06,1.732138389886909e-08,2.284360678641954e-08,1.001661904615146,0.0018143849884000329
Standard,MgCl2,-0.5,0.1,0.4,2.0803053226879576e-05,7.0141485689475464e-06,2.0854893280106457e-05,7.008839258738363e-06,5.18400532268813e-08,4.1368868138686586e-08,1.0028474473608886,0.002321184901040674
Standard,MgCl2,-0.5,1.0,0.05,3.0342740666666667e-06,8.082630901360854e-07,3.0450035333333334e-06,8.152051771396534e-07,1.0729466666666722e-08,9.365676510179912e-09,1.0032090550654946,0.0028999018287078483
Standard,MgCl2,-0.5,1.0,0.1,5.294721333333333e-06,1.7493035264656998e-06,5.314351133333334e-06,1.7267473103421969e-06,1.9629800000000027e-08,2.4526261563475047e-08,1.0050079799445812,0.005942991818222844
Standard,MgCl2,-0.5,1.0,0.2,1.1192875800000002e-05,3.7503287895782313e-06,1.1247002733333333e-05,3.772178405929234e-06,5.412693333333198e-08,2.379676383488571e-08,1.004739557070461,0.0008227816948694809
Standard,MgCl2,-0.5,1.0,0.4,2.0661434666666668e-05,6.909448643582014e-06,2.0695359333333333e-05,6.966767399956548e-06,3.3924666666667856e-08,8.168624594956567e-08,1.000996018444327,0.003693247793408207
Standard,MgCl2,-0.5,10.0,0.05,3.0118391550232866e-06,8.037779077088414e-07,3.052431989354624e-06,8.022014692551901e-07,4.0592834331337264e-08,2.0016244656597826e-08,1.0141210384570327,0.006897443209456194
Standard,MgCl2,-0.5,10.0,0.1,5.36323629407851e-06,1.7782680347075106e-06,5.532405821689954e-06,1.8221693910542848e-06,1.6916952761144384e-07,4.400907731835951e-08,1.0320817159880635,0.0024423380420552417
Standard,MgCl2,-0.5,10.0,0.2,1.0970736852960746e-05,3.7038102835924857e-06,1.1112885149700597e-05,3.7578685640703236e-06,1.4214829673985308e-07,5.645115216311998e-08,1.0128092844260819,0.0013921788725403145
Standard,MgCl2,-0.5,10.0,0.4,2.0821909713905524e-05,6.973473603801084e-06,2.1055454025282767e-05,7.097137813176367e-06,2.335443113772421e-07,1.2587971299908558e-07,1.0105585828741326,0.0030796523284926988
Standard,MgCl2,-0.5,40.0,0.05,3.1399661375661376e-06,9.140651997307217e-07,3.1935793121693123e-06,9.145318918464988e-07,5.3613174603174644e-08,7.204465958647667e-09,1.0182165393522757,0.006089327902019254
Standard,MgCl2,-0.5,40.0,0.1,5.805964312169313e-06,1.911820282362893e-06,5.9705251058201055e-06,2.044675977350849e-06,1.645607936507934e-07,1.3331793827705915e-07,1.024926702458795,0.01633199924337834
Standard,MgCl2,-0.5,40.0,0.2,1.132832283068783e-05,3.920622841803429e-06,1.1308831164021163e-05,3.92675859851896e-06,-1.949166666666649e-08,1.9231210366497957e-08,0.9978978285612046,0.0021761111754532844
Standard,MgCl2,-0.5,40.0,0.4,2.1741220105820106e-05,7.338667703602295e-06,2.170205264550265e-05,7.593959914804134e-06,-3.916746031745521e-08,3.7652132708679005e-07,0.9944736389187825,0.019755399964682827
Standard,MgCl2,-0.4,0.01,0.05,2.394974325203252e-06,8.934035551596324e-07,2.4024814667466343e-06,8.882038928038554e-07,7.507141543382473e-09,1.8269025272013836e-08,1.003633281736507,0.007424256408535717
Standard,MgCl2,-0.4,0.01,0.1,4.7390270198587226e-06,1.8350362485679017e-06,4.767851398107424e-06,1.841515111857545e-06,2.8824378248700763e-08,1.0526136508214856e-08,1.006337654545656,0.0017032997415237035
Standard,MgCl2,-0.4,0.01,0.2,1.1606941608689856e-05,4.088461768774075e-06,1.1642940395841664e-05,4.123580106687202e-06,3.59987871518062e-08,3.571177137659517e-08,1.0024715724106354,0.0027122427857524697
Standard,MgCl2,-0.4,0.01,0.4,2.1311937118485936e-05,7.369488132447159e-06,2.1361811382113824e-05,7.387477270177456e-06,4.9874263627883145e-08,4.8320299069043314e-08,1.0023132065863198,0.0017670098568418756
Standard,MgCl2,-0.4,0.1,0.05,2.990138609447771e-06,8.294681795729993e-07,2.9828495608782434e-06,8.23335046363023e-07,-7.289048569527872e-09,1.3889247815091871e-08,0.9979758653492935,0.005052103332034378
Standard,MgCl2,-0.4,0.1,0.1,5.204314451097804e-06,1.7781035233042038e-06,5.213911516966068e-06,1.7626286382822337e-06,9.597065868263397e-09,1.7323250903800254e-08,1.0028883888063282,0.005123522124327303
Standard,MgCl2,-0.4,0.1,0.2,1.1496353339986693e-05,3.827736200029867e-06,1.1518719168330006e-05,3.820662940249746e-06,2.2365828343313026e-08,7.490906747149274e-09,1.0023282855938687,0.0017380124082870376
Standard,MgCl2,-0.4,0.1,0.4,2.0918066467065865e-05,7.013374723391618e-06,2.099120192947439e-05,7.058845705255604e-06,7.313546240851951e-08,4.9178540753619314e-08,1.0031979254260157,0.001517331340895633
Standard,MgCl2,-0.4,1.0,0.05,3.020605666666666e-06,8.148108849551366e-07,3.0124978666666666e-06,7.958568645113601e-07,-8.107799999999892e-09,2.709453915533522e-08,0.9982376896495833,0.007476955511337643
Standard,MgCl2,-0.4,1.0,0.1,5.248785333333334e-06,1.6952388941670774e-06,5.277792800000001e-06,1.7026043805433727e-06,2.9007466666666714e-08,3.9475644982866176e-08,1.0053106608673799,0.00750418049889737
Standard,MgCl2,-0.4,1.0,0.2,1.1192081733333333e-05,3.7031729900340626e-06,1.1212429933333333e-05,3.744422970923453e-06,2.034819999999998e-08,5.220043995714909e-08,1.0009077342225052,0.004757541063207036
Standard,MgCl2,-0.4,1.0,0.4,2.0584740666666665e-05,6.8927599954181905e-06,2.0666595333333336e-05,6.955358410145183e-06,8.185466666666769e-08,7.535859436941053e-08,1.0034757072332259,0.002789113773071769
Standard,MgCl2,-0.4,10.0,0.05,2.952869075182967e-06,7.888853263268352e-07,3.0533045642049236e-06,8.275990470820799e-07,1.0043548902195631e-07,3.877059957765422e-08,1.0331813052676326,0.004859038752527663
Standard,MgCl2,-0.4,10.0,0.1,5.369034138389887e-06,1.7731844810836063e-06,5.488060918163674e-06,1.8120870302815444e-06,1.1902677977378636e-07,4.6769570718333904e-08,1.0219662834836714,0.005157251637181201
Standard,MgCl2,-0.4,10.0,0.2,1.0759140658682635e-05,3.5666654931673616e-06,1.0967763346640054e-05,3.705477986914207e-06,2.0862268795741866e-07,1.39113235779804e-07,1.017445602646472,0.008866955697125064
Standard,MgCl2,-0.4,10.0,0.4,2.0121277178975382e-05,6.62254562394688e-06,2.039129214903526e-05,6.6616193760647056e-06,2.700149700598809e-07,1.7214223376366813e-07,1.0141898784074412,0.007854595011529035
Standard,MgCl2,-0.4,40.0,0.05,3.1007658465608468e-06,8.709005752382441e-07,3.1891963227513236e-06,8.989621172915519e-07,8.843047619047657e-08,3.14620455566258e-08,1.0282097999014703,0.004507017336010829
Standard,MgCl2,-0.4,40.0,0.1,5.711229179894179e-06,1.9211041584104202e-06,5.901679708994708e-06,2.008086877809251e-06,1.9045052910052854e-07,1.1681784694603264e-07,1.0317228124373286,0.017059435598144334
Standard,MgCl2,-0.4,40.0,0.2,1.0808713835978835e-05,3.6686060835954206e-06,1.1028656481481482e-05,3.824181615179989e-06,2.1994264550264696e-07,1.5572301775957664e-07,1.0180225819927118,0.010320208450905621
Standard,MgCl2,-0.4,40.0,0.4,2.088817857142857e-05,7.117167366843182e-06,2.1238997089947086e-05,7.390647902626661e-06,3.508185185185177e-07,3.0436149012839364e-07,1.0145212972901139,0.011364225441463255
Standard,MgCl2,-0.3,0.01,0.05,2.41368749926696e-06,8.966439864562178e-07,2.4144167479674798e-06,9.295378654166911e-07,7.292487005196722e-10,4.8194083170239955e-08,0.9975441050908364,0.01706919496082735
Standard,MgCl2,-0.3,0.01,0.1,4.750785870984939e-06,1.8090515817908067e-06,4.759589545515127e-06,1.8281346196118045e-06,8.803674530187934e-09,2.0192389381253104e-08,1.0006367547343165,0.005150408404782331
Standard,MgCl2,-0.3,0.01,0.2,1.1792444967346394e-05,4.169169486248286e-06,1.1804215323204053e-05,4.1766863805142145e-06,1.1770355857657044e-08,4.9697582063506545e-08,1.000870573305013,0.0035304160454729836
Standard,MgCl2,-0.3,0.01,0.4,2.1793557923497268e-05,7.519057688186042e-06,2.1822936532053848e-05,7.534995605370254e-06,2.9378608556576732e-08,5.029001935326668e-08,1.0012465449083023,0.001895266410347317
Standard,MgCl2,-0.3,0.1,0.05,2.957937132401863e-06,8.461025060610305e-07,2.9720232268795745e-06,8.641790778077228e-07,1.4086094477711077e-08,3.206572891183442e-08,1.0040936775543166,0.009020169331826661
Standard,MgCl2,-0.3,0.1,0.1,5.192528230206254e-06,1.7985238020527549e-06,5.220375568862276e-06,1.7851551268298237e-06,2.7847338656021323e-08,2.44485406520297e-08,1.006377756041321,0.005294083863355729
Standard,MgCl2,-0.3,0.1,0.2,1.1574028456420495e-05,3.861759264062934e-06,1.1583758203592815e-05,3.904717471748208e-06,9.72974717232261e-09,4.769768129769356e-08,0.9997903990247002,0.004992239652876889
Standard,MgCl2,-0.3,0.1,0.4,2.1055835861610108e-05,7.088087322591164e-06,2.1153718895542246e-05,7.168360136762327e-06,9.788303393213562e-08,8.346320652645696e-08,1.003967076414373,0.0031534517966898697
Standard,MgCl2,-0.3,1.0,0.05,2.9958886666666668e-06,8.080368020141988e-07,3.0355456e-06,8.380533505526248e-07,3.965693333333291e-08,3.0964668294901846e-08,1.0120141715905266,0.006964923911890189
Standard,MgCl2,-0.3,1.0,0.1,5.241315266666667e-06,1.7263141081502444e-06,5.283116733333334e-06,1.7368777828195094e-06,4.1801466666666375e-08,1.118485744269177e-08,1.0081633486089787,0.0012000692885021772
Standard,MgCl2,-0.3,1.0,0.2,1.1214729266666667e-05,3.75220274437275e-06,1.1258759199999999e-05,3.7442744812111627e-06,4.4029933333332286e-08,1.1706362749092028e-08,1.0045384623448756,0.0028118727889055815
Standard,MgCl2,-0.3,1.0,0.4,2.0606122e-05,6.893257784001698e-06,2.0703238000000003e-05,6.944514629538626e-06,9.711599999999822e-08,7.255542788792287e-08,1.004456187210626,0.0023717862528003994
Standard,MgCl2,-0.3,10.0,0.05,2.949466500332668e-06,8.242300690747792e-07,3.0269247771124417e-06,8.187001103342644e-07,7.745827677977383e-08,1.4700331530354474e-08,1.0280803873144346,0.010199577221158366
Standard,MgCl2,-0.3,10.0,0.1,5.34991133067199e-06,1.7829734812236374e-06,5.45814365269461e-06,1.803757503038753e-06,1.0823232202262097e-07,2.2332280648416242e-08,1.020882906460097,0.003088321686958959
Standard,MgCl2,-0.3,10.0,0.2,1.0782822109115102e-05,3.612719505263652e-06,1.0948465469061877e-05,3.700235025722174e-06,1.6564335994677277e-07,9.02881972753427e-08,1.0144371431769514,0.0045624360358012435
Standard,MgCl2,-0.3,10.0,0.4,2.0205950698602796e-05,6.765032595792052e-06,2.0542598070525617e-05,6.931932684083473e-06,3.36647371922819e-07,1.674848567929764e-07,1.0158507919219801,0.003662327912163517
Standard,MgCl2,-0.3,40.0,0.05,3.1130968518518517e-06,8.662444974589336e-07,3.201494973544974e-06,9.409955583053637e-07,8.83981216931217e-08,7.507453030501454e-08,1.0246328399916764,0.020561890742731705
Standard,MgCl2,-0.3,40.0,0.1,5.77609955026455e-06,1.8773766333852355e-06,5.920097063492064e-06,1.9866628186112588e-06,1.4399751322751347e-07,1.1024823869892059e-07,1.0224082323127874,0.01164449452891012
Standard,MgCl2,-0.3,40.0,0.2,1.072842674603175e-05,3.6208766020121507e-06,1.0972016058201057e-05,3.756478963633941e-06,2.435893121693088e-07,1.4135447559684643e-07,1.021136482537364,0.007790812596849364
Standard,MgCl2,-0.3,40.0,0.4,2.0332881216931214e-05,6.9346481124586096e-06,2.0809214021164018e-05,7.196993635360286e-06,4.7633280423280445e-07,2.659996847231677e-07,1.0218817462713414,0.007061665856100572
Standard,MgCl2,-0.2,0.01,0.05,2.473997575236572e-06,8.993871792362745e-07,2.4726407287751565e-06,8.919618490186904e-07,-1.356846461415393e-09,7.73367137509038e-09,1.0002290192811139,0.00359106307221414
Standard,MgCl2,-0.2,0.01,0.1,4.7567900013328005e-06,1.79355087818647e-06,4.771558111422098e-06,1.8078889272279853e-06,1.476811008929774e-08,2.7869075771531958e-08,1.0022424259540255,0.005983386165417534
